Running build/bin/traccc_seq_example_cuda tml_detector/trackml-detector.csv tml_pixels/ 1
Starting CUDA clusterization.
Number of modules: 3859
Idx: 2496, i.e. (39, 0): Cell position: (78, 994) activation: 0.050836
Idx: 3353, i.e. (52, 25): Cell position: (251, 857) activation: 0.013670
Idx: 3357, i.e. (52, 29): Cell position: (133, 846) activation: 0.012568
Idx: 3358, i.e. (52, 30): Cell position: (327, 914) activation: 0.014519
Idx: 3359, i.e. (52, 31): Cell position: (274, 919) activation: 0.014754
Idx: 1088, i.e. (17, 0): Cell position: (96, 238) activation: 0.056462
Idx: 1089, i.e. (17, 1): Cell position: (232, 73) activation: 0.056253
Idx: 1090, i.e. (17, 2): Cell position: (148, 221) activation: 0.056317
Idx: 1091, i.e. (17, 3): Cell position: (231, 393) activation: 0.022170
Idx: 1092, i.e. (17, 4): Cell position: (153, 392) activation: 0.039546
Idx: 1093, i.e. (17, 5): Cell position: (295, 296) activation: 0.033457
Idx: 1094, i.e. (17, 6): Cell position: (227, 127) activation: 0.056290
Idx: 1095, i.e. (17, 7): Cell position: (306, 263) activation: 0.056248
Idx: 1096, i.e. (17, 8): Cell position: (332, 383) activation: 0.056254
Idx: 1097, i.e. (17, 9): Cell position: (133, 107) activation: 0.056370
Idx: 1098, i.e. (17, 10): Cell position: (4, 68) activation: 0.034647
Idx: 1099, i.e. (17, 11): Cell position: (198, 203) activation: 0.056391
Idx: 1100, i.e. (17, 12): Cell position: (83, 649) activation: 0.026517
Idx: 1101, i.e. (17, 13): Cell position: (132, 546) activation: 0.056337
Idx: 1102, i.e. (17, 14): Cell position: (295, 72) activation: 0.056258
Idx: 1103, i.e. (17, 15): Cell position: (177, 193) activation: 0.021062
Idx: 1104, i.e. (17, 16): Cell position: (231, 17) activation: 0.056317
Idx: 1105, i.e. (17, 17): Cell position: (41, 182) activation: 0.056478
Idx: 1106, i.e. (17, 18): Cell position: (86, 236) activation: 0.056263
Idx: 1107, i.e. (17, 19): Cell position: (298, 273) activation: 0.056287
Idx: 1108, i.e. (17, 20): Cell position: (264, 337) activation: 0.051894
Idx: 1109, i.e. (17, 21): Cell position: (148, 165) activation: 0.047689
Idx: 1110, i.e. (17, 22): Cell position: (11, 150) activation: 0.056564
Idx: 1111, i.e. (17, 23): Cell position: (89, 417) activation: 0.011958
Idx: 1112, i.e. (17, 24): Cell position: (154, 178) activation: 0.056295
Idx: 1113, i.e. (17, 25): Cell position: (217, 147) activation: 0.033985
Idx: 1114, i.e. (17, 26): Cell position: (246, 249) activation: 0.056286
Idx: 1115, i.e. (17, 27): Cell position: (303, 233) activation: 0.056340
Idx: 1116, i.e. (17, 28): Cell position: (10, 113) activation: 0.056634
Idx: 1117, i.e. (17, 29): Cell position: (147, 126) activation: 0.056317
Idx: 1118, i.e. (17, 30): Cell position: (42, 269) activation: 0.034343
Idx: 1119, i.e. (17, 31): Cell position: (59, 411) activation: 0.056394
Idx: 1120, i.e. (17, 32): Cell position: (69, 203) activation: 0.056327
Idx: 1121, i.e. (17, 33): Cell position: (77, 251) activation: 0.056793
Idx: 1122, i.e. (17, 34): Cell position: (193, 286) activation: 0.056361
Idx: 1123, i.e. (17, 35): Cell position: (267, 320) activation: 0.056254
Idx: 1124, i.e. (17, 36): Cell position: (237, 58) activation: 0.056281
Idx: 1125, i.e. (17, 37): Cell position: (311, 98) activation: 0.056250
Idx: 1126, i.e. (17, 38): Cell position: (9, 48) activation: 0.056469
Idx: 1127, i.e. (17, 39): Cell position: (117, 224) activation: 0.056281
Idx: 1128, i.e. (17, 40): Cell position: (1, 285) activation: 0.015785
Idx: 1129, i.e. (17, 41): Cell position: (20, 560) activation: 0.056962
Idx: 1130, i.e. (17, 42): Cell position: (113, 409) activation: 0.056359
Idx: 1131, i.e. (17, 43): Cell position: (266, 111) activation: 0.053033
Idx: 1132, i.e. (17, 44): Cell position: (287, 137) activation: 0.056252
Idx: 1133, i.e. (17, 45): Cell position: (251, 33) activation: 0.022511
Idx: 1134, i.e. (17, 46): Cell position: (76, 247) activation: 0.034934
Idx: 1135, i.e. (17, 47): Cell position: (38, 89) activation: 0.013811
Idx: 1136, i.e. (17, 48): Cell position: (142, 740) activation: 0.056634
Idx: 1137, i.e. (17, 49): Cell position: (167, 127) activation: 0.056418
Idx: 1138, i.e. (17, 50): Cell position: (197, 386) activation: 0.056526
Idx: 1139, i.e. (17, 51): Cell position: (99, 255) activation: 0.056971
Idx: 1140, i.e. (17, 52): Cell position: (18, 688) activation: 0.024451
Idx: 1141, i.e. (17, 53): Cell position: (82, 121) activation: 0.056353
Idx: 1142, i.e. (17, 54): Cell position: (217, 251) activation: 0.047950
Idx: 1143, i.e. (17, 55): Cell position: (266, 226) activation: 0.056251
Idx: 1144, i.e. (17, 56): Cell position: (182, 1106) activation: 0.026007
Idx: 1145, i.e. (17, 57): Cell position: (169, 201) activation: 0.056282
Idx: 1146, i.e. (17, 58): Cell position: (77, 414) activation: 0.056509
Idx: 1147, i.e. (17, 59): Cell position: (324, 346) activation: 0.056253
Idx: 1148, i.e. (17, 60): Cell position: (109, 70) activation: 0.056571
Idx: 1149, i.e. (17, 61): Cell position: (247, 455) activation: 0.056271
Idx: 1150, i.e. (17, 62): Cell position: (307, 146) activation: 0.056283
Idx: 1151, i.e. (17, 63): Cell position: (321, 46) activation: 0.056345
Idx: 2048, i.e. (32, 0): Cell position: (207, 221) activation: 0.056250
Idx: 2049, i.e. (32, 1): Cell position: (64, 160) activation: 0.056281
Idx: 2050, i.e. (32, 2): Cell position: (34, 175) activation: 0.056667
Idx: 2051, i.e. (32, 3): Cell position: (88, 984) activation: 0.056288
Idx: 2052, i.e. (32, 4): Cell position: (120, 524) activation: 0.056294
Idx: 2053, i.e. (32, 5): Cell position: (7, 267) activation: 0.056537
Idx: 2054, i.e. (32, 6): Cell position: (31, 946) activation: 0.056279
Idx: 2055, i.e. (32, 7): Cell position: (18, 1200) activation: 0.056285
Idx: 2056, i.e. (32, 8): Cell position: (71, 1059) activation: 0.056304
Idx: 2057, i.e. (32, 9): Cell position: (19, 1262) activation: 0.056277
Idx: 2058, i.e. (32, 10): Cell position: (124, 525) activation: 0.056435
Idx: 2059, i.e. (32, 11): Cell position: (196, 442) activation: 0.056395
Idx: 2060, i.e. (32, 12): Cell position: (317, 656) activation: 0.056366
Idx: 2061, i.e. (32, 13): Cell position: (27, 781) activation: 0.056527
Idx: 2062, i.e. (32, 14): Cell position: (13, 760) activation: 0.038227
Idx: 2063, i.e. (32, 15): Cell position: (27, 236) activation: 0.056404
Idx: 2064, i.e. (32, 16): Cell position: (128, 1017) activation: 0.014926
Idx: 2065, i.e. (32, 17): Cell position: (263, 466) activation: 0.056251
Idx: 2066, i.e. (32, 18): Cell position: (226, 1028) activation: 0.056314
Idx: 2067, i.e. (32, 19): Cell position: (162, 994) activation: 0.056258
Idx: 2069, i.e. (32, 21): Cell position: (128, 898) activation: 0.056342
Idx: 2070, i.e. (32, 22): Cell position: (69, 584) activation: 0.016831
Idx: 2071, i.e. (32, 23): Cell position: (63, 1201) activation: 0.056289
Idx: 2072, i.e. (32, 24): Cell position: (66, 316) activation: 0.040283
Idx: 2074, i.e. (32, 26): Cell position: (226, 1183) activation: 0.056256
Idx: 2075, i.e. (32, 27): Cell position: (314, 616) activation: 0.056357
Idx: 2076, i.e. (32, 28): Cell position: (65, 560) activation: 0.056487
Idx: 2077, i.e. (32, 29): Cell position: (254, 631) activation: 0.040136
Idx: 2078, i.e. (32, 30): Cell position: (147, 86) activation: 0.056257
Idx: 2079, i.e. (32, 31): Cell position: (255, 422) activation: 0.056335
Idx: 768, i.e. (12, 0): Cell position: (145, 37) activation: 0.056257
Idx: 769, i.e. (12, 1): Cell position: (104, 40) activation: 0.056277
Idx: 770, i.e. (12, 2): Cell position: (31, 11) activation: 0.056278
Idx: 771, i.e. (12, 3): Cell position: (51, 6) activation: 0.056291
Idx: 772, i.e. (12, 4): Cell position: (288, 169) activation: 0.056470
Idx: 773, i.e. (12, 5): Cell position: (264, 150) activation: 0.056250
Idx: 774, i.e. (12, 6): Cell position: (329, 115) activation: 0.056274
Idx: 775, i.e. (12, 7): Cell position: (266, 27) activation: 0.056252
Idx: 776, i.e. (12, 8): Cell position: (298, 106) activation: 0.056250
Idx: 777, i.e. (12, 9): Cell position: (78, 6) activation: 0.056259
Idx: 778, i.e. (12, 10): Cell position: (218, 36) activation: 0.056249
Idx: 779, i.e. (12, 11): Cell position: (8, 170) activation: 0.056281
Idx: 780, i.e. (12, 12): Cell position: (284, 24) activation: 0.056252
Idx: 781, i.e. (12, 13): Cell position: (135, 18) activation: 0.056263
Idx: 782, i.e. (12, 14): Cell position: (218, 23) activation: 0.056248
Idx: 783, i.e. (12, 15): Cell position: (103, 48) activation: 0.056262
Idx: 784, i.e. (12, 16): Cell position: (228, 23) activation: 0.056248
Idx: 785, i.e. (12, 17): Cell position: (189, 93) activation: 0.056252
Idx: 786, i.e. (12, 18): Cell position: (263, 252) activation: 0.056252
Idx: 787, i.e. (12, 19): Cell position: (28, 87) activation: 0.056272
Idx: 788, i.e. (12, 20): Cell position: (233, 125) activation: 0.056254
Idx: 789, i.e. (12, 21): Cell position: (177, 21) activation: 0.056252
Idx: 790, i.e. (12, 22): Cell position: (272, 19) activation: 0.056252
Idx: 791, i.e. (12, 23): Cell position: (224, 73) activation: 0.056250
Idx: 792, i.e. (12, 24): Cell position: (100, 98) activation: 0.056291
Idx: 793, i.e. (12, 25): Cell position: (227, 27) activation: 0.056252
Idx: 794, i.e. (12, 26): Cell position: (126, 20) activation: 0.056262
Idx: 795, i.e. (12, 27): Cell position: (206, 29) activation: 0.056254
Idx: 796, i.e. (12, 28): Cell position: (238, 96) activation: 0.056251
Idx: 797, i.e. (12, 29): Cell position: (20, 12) activation: 0.056274
Idx: 798, i.e. (12, 30): Cell position: (297, 326) activation: 0.056260
Idx: 799, i.e. (12, 31): Cell position: (335, 94) activation: 0.056254
Idx: 1536, i.e. (24, 0): Cell position: (315, 102) activation: 0.056253
Idx: 1537, i.e. (24, 1): Cell position: (332, 594) activation: 0.056261
Idx: 1538, i.e. (24, 2): Cell position: (86, 107) activation: 0.056518
Idx: 1539, i.e. (24, 3): Cell position: (181, 670) activation: 0.056248
Idx: 1541, i.e. (24, 5): Cell position: (155, 660) activation: 0.039760
Idx: 1542, i.e. (24, 6): Cell position: (248, 259) activation: 0.056372
Idx: 1543, i.e. (24, 7): Cell position: (249, 272) activation: 0.056389
Idx: 1545, i.e. (24, 9): Cell position: (286, 1245) activation: 0.044631
Idx: 1547, i.e. (24, 11): Cell position: (66, 802) activation: 0.056324
Idx: 1548, i.e. (24, 12): Cell position: (222, 375) activation: 0.056252
Idx: 1549, i.e. (24, 13): Cell position: (126, 369) activation: 0.056324
Idx: 1550, i.e. (24, 14): Cell position: (153, 579) activation: 0.056324
Idx: 1551, i.e. (24, 15): Cell position: (257, 198) activation: 0.056398
Idx: 1552, i.e. (24, 16): Cell position: (124, 132) activation: 0.056274
Idx: 1554, i.e. (24, 18): Cell position: (119, 653) activation: 0.056563
Idx: 1555, i.e. (24, 19): Cell position: (81, 1162) activation: 0.056737
Idx: 1556, i.e. (24, 20): Cell position: (287, 534) activation: 0.056265
Idx: 1557, i.e. (24, 21): Cell position: (106, 377) activation: 0.056261
Idx: 1558, i.e. (24, 22): Cell position: (235, 301) activation: 0.056372
Idx: 1559, i.e. (24, 23): Cell position: (333, 618) activation: 0.056248
Idx: 1560, i.e. (24, 24): Cell position: (52, 530) activation: 0.056308
Idx: 1561, i.e. (24, 25): Cell position: (250, 804) activation: 0.056416
Idx: 1562, i.e. (24, 26): Cell position: (163, 724) activation: 0.056316
Idx: 1563, i.e. (24, 27): Cell position: (149, 494) activation: 0.030666
Idx: 1564, i.e. (24, 28): Cell position: (317, 239) activation: 0.056292
Idx: 1565, i.e. (24, 29): Cell position: (122, 523) activation: 0.017822
Idx: 1566, i.e. (24, 30): Cell position: (112, 36) activation: 0.032018
Idx: 1567, i.e. (24, 31): Cell position: (179, 369) activation: 0.056300
Idx: 2708, i.e. (42, 20): Cell position: (110, 1161) activation: 0.059094
Idx: 2177, i.e. (34, 1): Cell position: (62, 586) activation: 0.056303
Idx: 2178, i.e. (34, 2): Cell position: (288, 1070) activation: 0.056278
Idx: 2179, i.e. (34, 3): Cell position: (246, 618) activation: 0.056283
Idx: 2185, i.e. (34, 9): Cell position: (215, 451) activation: 0.056266
Idx: 2188, i.e. (34, 12): Cell position: (67, 986) activation: 0.056274
Idx: 2191, i.e. (34, 15): Cell position: (123, 473) activation: 0.056257
Idx: 2194, i.e. (34, 18): Cell position: (130, 480) activation: 0.056465
Idx: 2195, i.e. (34, 19): Cell position: (19, 1156) activation: 0.057354
Idx: 2196, i.e. (34, 20): Cell position: (15, 989) activation: 0.056581
Idx: 2197, i.e. (34, 21): Cell position: (219, 580) activation: 0.056517
Idx: 2199, i.e. (34, 23): Cell position: (130, 784) activation: 0.056264
Idx: 2200, i.e. (34, 24): Cell position: (160, 292) activation: 0.056294
Idx: 2201, i.e. (34, 25): Cell position: (173, 962) activation: 0.056288
Idx: 2202, i.e. (34, 26): Cell position: (303, 432) activation: 0.056256
Idx: 2203, i.e. (34, 27): Cell position: (26, 352) activation: 0.056316
Idx: 2204, i.e. (34, 28): Cell position: (330, 153) activation: 0.056494
Idx: 2205, i.e. (34, 29): Cell position: (67, 153) activation: 0.056251
Idx: 2207, i.e. (34, 31): Cell position: (68, 875) activation: 0.013207
Idx: 2721, i.e. (42, 33): Cell position: (33, 587) activation: 0.035780
Idx: 2736, i.e. (42, 48): Cell position: (125, 929) activation: 0.020850
Idx: 3360, i.e. (52, 32): Cell position: (298, 734) activation: 0.012760
Idx: 3361, i.e. (52, 33): Cell position: (319, 638) activation: 0.010911
Idx: 3362, i.e. (52, 34): Cell position: (40, 943) activation: 0.014092
Idx: 3363, i.e. (52, 35): Cell position: (97, 900) activation: 0.013919
Idx: 3364, i.e. (52, 36): Cell position: (201, 703) activation: 0.013467
Idx: 3365, i.e. (52, 37): Cell position: (328, 785) activation: 0.013789
Idx: 3366, i.e. (52, 38): Cell position: (182, 979) activation: 0.017563
Idx: 3367, i.e. (52, 39): Cell position: (103, 1020) activation: 0.011013
Idx: 3368, i.e. (52, 40): Cell position: (208, 823) activation: 0.012589
Idx: 3370, i.e. (52, 42): Cell position: (317, 697) activation: 0.011689
Idx: 3371, i.e. (52, 43): Cell position: (173, 836) activation: 0.010736
Idx: 3373, i.e. (52, 45): Cell position: (73, 861) activation: 0.015019
Idx: 3374, i.e. (52, 46): Cell position: (75, 960) activation: 0.014886
Idx: 3375, i.e. (52, 47): Cell position: (174, 993) activation: 0.014798
Idx: 3376, i.e. (52, 48): Cell position: (283, 1069) activation: 0.012452
Idx: 3377, i.e. (52, 49): Cell position: (154, 880) activation: 0.014835
Idx: 3378, i.e. (52, 50): Cell position: (288, 864) activation: 0.013541
Idx: 3379, i.e. (52, 51): Cell position: (35, 1044) activation: 0.015043
Idx: 3388, i.e. (52, 60): Cell position: (166, 589) activation: 0.014255
Idx: 3389, i.e. (52, 61): Cell position: (90, 889) activation: 0.021723
Idx: 800, i.e. (12, 32): Cell position: (187, 28) activation: 0.056255
Idx: 801, i.e. (12, 33): Cell position: (99, 12) activation: 0.056280
Idx: 802, i.e. (12, 34): Cell position: (7, 12) activation: 0.056281
Idx: 803, i.e. (12, 35): Cell position: (73, 27) activation: 0.056271
Idx: 804, i.e. (12, 36): Cell position: (289, 16) activation: 0.056260
Idx: 805, i.e. (12, 37): Cell position: (185, 57) activation: 0.056254
Idx: 806, i.e. (12, 38): Cell position: (287, 184) activation: 0.056252
Idx: 807, i.e. (12, 39): Cell position: (26, 32) activation: 0.056443
Idx: 808, i.e. (12, 40): Cell position: (103, 77) activation: 0.056301
Idx: 809, i.e. (12, 41): Cell position: (122, 21) activation: 0.056266
Idx: 810, i.e. (12, 42): Cell position: (202, 26) activation: 0.056251
Idx: 811, i.e. (12, 43): Cell position: (263, 49) activation: 0.056254
Idx: 812, i.e. (12, 44): Cell position: (280, 193) activation: 0.056248
Idx: 813, i.e. (12, 45): Cell position: (267, 63) activation: 0.056249
Idx: 814, i.e. (12, 46): Cell position: (273, 18) activation: 0.056248
Idx: 815, i.e. (12, 47): Cell position: (227, 22) activation: 0.056252
Idx: 816, i.e. (12, 48): Cell position: (182, 60) activation: 0.056261
Idx: 817, i.e. (12, 49): Cell position: (97, 36) activation: 0.056313
Idx: 818, i.e. (12, 50): Cell position: (11, 15) activation: 0.051967
Idx: 819, i.e. (12, 51): Cell position: (282, 17) activation: 0.056252
Idx: 820, i.e. (12, 52): Cell position: (147, 17) activation: 0.056256
Idx: 821, i.e. (12, 53): Cell position: (36, 43) activation: 0.056320
Idx: 822, i.e. (12, 54): Cell position: (244, 85) activation: 0.028166
Idx: 823, i.e. (12, 55): Cell position: (105, 102) activation: 0.056508
Idx: 824, i.e. (12, 56): Cell position: (329, 7) activation: 0.056274
Idx: 825, i.e. (12, 57): Cell position: (85, 119) activation: 0.056397
Idx: 826, i.e. (12, 58): Cell position: (261, 15) activation: 0.056259
Idx: 827, i.e. (12, 59): Cell position: (128, 27) activation: 0.056329
Idx: 828, i.e. (12, 60): Cell position: (198, 11) activation: 0.056262
Idx: 829, i.e. (12, 61): Cell position: (41, 129) activation: 0.026746
Idx: 830, i.e. (12, 62): Cell position: (333, 148) activation: 0.056281
Idx: 831, i.e. (12, 63): Cell position: (287, 98) activation: 0.056253
Idx: 2080, i.e. (32, 32): Cell position: (225, 273) activation: 0.056259
Idx: 2081, i.e. (32, 33): Cell position: (144, 968) activation: 0.056372
Idx: 2082, i.e. (32, 34): Cell position: (288, 158) activation: 0.056470
Idx: 2083, i.e. (32, 35): Cell position: (29, 182) activation: 0.019384
Idx: 2085, i.e. (32, 37): Cell position: (268, 429) activation: 0.056252
Idx: 2086, i.e. (32, 38): Cell position: (104, 481) activation: 0.056393
Idx: 2087, i.e. (32, 39): Cell position: (19, 112) activation: 0.052583
Idx: 2090, i.e. (32, 42): Cell position: (319, 188) activation: 0.023622
Idx: 2092, i.e. (32, 44): Cell position: (123, 455) activation: 0.027193
Idx: 2093, i.e. (32, 45): Cell position: (46, 900) activation: 0.030864
Idx: 2094, i.e. (32, 46): Cell position: (97, 149) activation: 0.056272
Idx: 2095, i.e. (32, 47): Cell position: (247, 952) activation: 0.056289
Idx: 2096, i.e. (32, 48): Cell position: (330, 432) activation: 0.018584
Idx: 2097, i.e. (32, 49): Cell position: (163, 522) activation: 0.021792
Idx: 2098, i.e. (32, 50): Cell position: (48, 1150) activation: 0.056320
Idx: 2099, i.e. (32, 51): Cell position: (34, 294) activation: 0.033818
Idx: 2100, i.e. (32, 52): Cell position: (316, 417) activation: 0.056255
Idx: 2101, i.e. (32, 53): Cell position: (22, 167) activation: 0.056323
Idx: 2102, i.e. (32, 54): Cell position: (148, 806) activation: 0.056338
Idx: 2103, i.e. (32, 55): Cell position: (235, 211) activation: 0.056373
Idx: 2104, i.e. (32, 56): Cell position: (144, 980) activation: 0.032475
Idx: 2105, i.e. (32, 57): Cell position: (257, 767) activation: 0.056249
Idx: 2107, i.e. (32, 59): Cell position: (322, 398) activation: 0.056390
Idx: 2108, i.e. (32, 60): Cell position: (32, 531) activation: 0.056534
Idx: 2109, i.e. (32, 61): Cell position: (110, 538) activation: 0.056349
Idx: 2110, i.e. (32, 62): Cell position: (75, 570) activation: 0.020865
Idx: 2111, i.e. (32, 63): Cell position: (103, 161) activation: 0.056489
Idx: 1440, i.e. (22, 32): Cell position: (227, 50) activation: 0.056388
Idx: 1441, i.e. (22, 33): Cell position: (40, 574) activation: 0.019766
Idx: 1442, i.e. (22, 34): Cell position: (60, 574) activation: 0.033948
Idx: 1443, i.e. (22, 35): Cell position: (262, 794) activation: 0.046490
Idx: 1444, i.e. (22, 36): Cell position: (33, 70) activation: 0.042797
Idx: 1445, i.e. (22, 37): Cell position: (231, 1249) activation: 0.056342
Idx: 1446, i.e. (22, 38): Cell position: (116, 687) activation: 0.056418
Idx: 1447, i.e. (22, 39): Cell position: (211, 205) activation: 0.056344
Idx: 1448, i.e. (22, 40): Cell position: (100, 443) activation: 0.056268
Idx: 1449, i.e. (22, 41): Cell position: (214, 395) activation: 0.056299
Idx: 1450, i.e. (22, 42): Cell position: (166, 445) activation: 0.056311
Idx: 1451, i.e. (22, 43): Cell position: (299, 240) activation: 0.037521
Idx: 1452, i.e. (22, 44): Cell position: (44, 720) activation: 0.056352
Idx: 1454, i.e. (22, 46): Cell position: (270, 147) activation: 0.056303
Idx: 1455, i.e. (22, 47): Cell position: (287, 1114) activation: 0.056414
Idx: 1457, i.e. (22, 49): Cell position: (107, 878) activation: 0.056333
Idx: 1459, i.e. (22, 51): Cell position: (167, 874) activation: 0.056330
Idx: 1460, i.e. (22, 52): Cell position: (259, 548) activation: 0.056373
Idx: 1461, i.e. (22, 53): Cell position: (231, 654) activation: 0.056262
Idx: 1462, i.e. (22, 54): Cell position: (173, 431) activation: 0.056364
Idx: 1463, i.e. (22, 55): Cell position: (141, 404) activation: 0.028897
Idx: 1464, i.e. (22, 56): Cell position: (298, 567) activation: 0.056370
Idx: 1465, i.e. (22, 57): Cell position: (228, 309) activation: 0.056307
Idx: 1466, i.e. (22, 58): Cell position: (324, 754) activation: 0.056339
Idx: 1467, i.e. (22, 59): Cell position: (56, 261) activation: 0.056359
Idx: 1468, i.e. (22, 60): Cell position: (304, 375) activation: 0.029533
Idx: 1469, i.e. (22, 61): Cell position: (129, 46) activation: 0.056384
Idx: 1470, i.e. (22, 62): Cell position: (108, 415) activation: 0.056333
Idx: 1471, i.e. (22, 63): Cell position: (139, 150) activation: 0.056276
Idx: 1408, i.e. (22, 0): Cell position: (139, 272) activation: 0.056299
Idx: 1409, i.e. (22, 1): Cell position: (237, 48) activation: 0.056254
Idx: 1410, i.e. (22, 2): Cell position: (278, 276) activation: 0.056259
Idx: 1411, i.e. (22, 3): Cell position: (39, 612) activation: 0.056325
Idx: 1412, i.e. (22, 4): Cell position: (209, 12) activation: 0.056264
Idx: 1413, i.e. (22, 5): Cell position: (276, 445) activation: 0.024950
Idx: 1414, i.e. (22, 6): Cell position: (284, 197) activation: 0.056409
Idx: 1415, i.e. (22, 7): Cell position: (157, 467) activation: 0.051093
Idx: 1416, i.e. (22, 8): Cell position: (286, 656) activation: 0.056252
Idx: 1417, i.e. (22, 9): Cell position: (6, 468) activation: 0.056259
Idx: 1418, i.e. (22, 10): Cell position: (233, 220) activation: 0.033535
Idx: 1421, i.e. (22, 13): Cell position: (274, 545) activation: 0.055258
Idx: 1422, i.e. (22, 14): Cell position: (203, 1254) activation: 0.056277
Idx: 1423, i.e. (22, 15): Cell position: (41, 1188) activation: 0.056327
Idx: 1424, i.e. (22, 16): Cell position: (199, 910) activation: 0.021261
Idx: 1425, i.e. (22, 17): Cell position: (266, 551) activation: 0.056250
Idx: 1426, i.e. (22, 18): Cell position: (187, 1192) activation: 0.056469
Idx: 1427, i.e. (22, 19): Cell position: (105, 534) activation: 0.056325
Idx: 1428, i.e. (22, 20): Cell position: (37, 948) activation: 0.056335
Idx: 1429, i.e. (22, 21): Cell position: (182, 770) activation: 0.056248
Idx: 1430, i.e. (22, 22): Cell position: (137, 1035) activation: 0.056292
Idx: 1431, i.e. (22, 23): Cell position: (290, 476) activation: 0.056252
Idx: 1432, i.e. (22, 24): Cell position: (7, 323) activation: 0.056294
Idx: 1433, i.e. (22, 25): Cell position: (22, 810) activation: 0.056280
Idx: 1434, i.e. (22, 26): Cell position: (283, 638) activation: 0.056249
Idx: 1435, i.e. (22, 27): Cell position: (3, 485) activation: 0.056264
Idx: 1436, i.e. (22, 28): Cell position: (227, 341) activation: 0.056374
Idx: 1437, i.e. (22, 29): Cell position: (63, 1046) activation: 0.056330
Idx: 1438, i.e. (22, 30): Cell position: (270, 748) activation: 0.056305
Idx: 1439, i.e. (22, 31): Cell position: (53, 224) activation: 0.056541
Idx: 1952, i.e. (30, 32): Cell position: (284, 411) activation: 0.056352
Idx: 1953, i.e. (30, 33): Cell position: (109, 268) activation: 0.056248
Idx: 1954, i.e. (30, 34): Cell position: (246, 1257) activation: 0.056258
Idx: 1955, i.e. (30, 35): Cell position: (333, 433) activation: 0.029368
Idx: 1956, i.e. (30, 36): Cell position: (243, 550) activation: 0.056344
Idx: 1957, i.e. (30, 37): Cell position: (38, 982) activation: 0.050015
Idx: 1959, i.e. (30, 39): Cell position: (318, 1228) activation: 0.056316
Idx: 1961, i.e. (30, 41): Cell position: (245, 396) activation: 0.056269
Idx: 1962, i.e. (30, 42): Cell position: (244, 1093) activation: 0.017243
Idx: 1964, i.e. (30, 44): Cell position: (248, 298) activation: 0.044664
Idx: 1965, i.e. (30, 45): Cell position: (113, 868) activation: 0.056268
Idx: 1966, i.e. (30, 46): Cell position: (301, 880) activation: 0.056268
Idx: 1967, i.e. (30, 47): Cell position: (73, 902) activation: 0.056337
Idx: 1968, i.e. (30, 48): Cell position: (107, 1131) activation: 0.056672
Idx: 1970, i.e. (30, 50): Cell position: (96, 867) activation: 0.056272
Idx: 1971, i.e. (30, 51): Cell position: (20, 975) activation: 0.037121
Idx: 1973, i.e. (30, 53): Cell position: (94, 345) activation: 0.056288
Idx: 1974, i.e. (30, 54): Cell position: (48, 208) activation: 0.056950
Idx: 1975, i.e. (30, 55): Cell position: (54, 552) activation: 0.056468
Idx: 1976, i.e. (30, 56): Cell position: (99, 873) activation: 0.056281
Idx: 1977, i.e. (30, 57): Cell position: (257, 383) activation: 0.045565
Idx: 1978, i.e. (30, 58): Cell position: (6, 577) activation: 0.056641
Idx: 1979, i.e. (30, 59): Cell position: (80, 725) activation: 0.050910
Idx: 1980, i.e. (30, 60): Cell position: (13, 285) activation: 0.056874
Idx: 1981, i.e. (30, 61): Cell position: (28, 270) activation: 0.056339
Idx: 1982, i.e. (30, 62): Cell position: (153, 40) activation: 0.056460
Idx: 1983, i.e. (30, 63): Cell position: (246, 224) activation: 0.056305
Idx: 672, i.e. (10, 32): Cell position: (146, 678) activation: 0.017267
Idx: 673, i.e. (10, 33): Cell position: (332, 431) activation: 0.018934
Idx: 674, i.e. (10, 34): Cell position: (173, 707) activation: 0.031765
Idx: 686, i.e. (10, 46): Cell position: (73, 1123) activation: 0.011467
Idx: 690, i.e. (10, 50): Cell position: (3, 785) activation: 0.021524
Idx: 695, i.e. (10, 55): Cell position: (126, 1128) activation: 0.020021
Idx: 696, i.e. (10, 56): Cell position: (22, 1189) activation: 0.012831
Idx: 699, i.e. (10, 59): Cell position: (50, 1028) activation: 0.027792
Idx: 701, i.e. (10, 61): Cell position: (229, 849) activation: 0.034453
Idx: 1312, i.e. (20, 32): Cell position: (306, 567) activation: 0.056250
Idx: 1313, i.e. (20, 33): Cell position: (333, 881) activation: 0.046257
Idx: 1314, i.e. (20, 34): Cell position: (49, 119) activation: 0.056411
Idx: 1315, i.e. (20, 35): Cell position: (326, 119) activation: 0.056250
Idx: 1316, i.e. (20, 36): Cell position: (41, 216) activation: 0.056367
Idx: 1317, i.e. (20, 37): Cell position: (160, 25) activation: 0.056253
Idx: 1318, i.e. (20, 38): Cell position: (188, 512) activation: 0.056276
Idx: 1319, i.e. (20, 39): Cell position: (151, 406) activation: 0.056259
Idx: 1320, i.e. (20, 40): Cell position: (243, 371) activation: 0.056301
Idx: 1321, i.e. (20, 41): Cell position: (58, 705) activation: 0.056380
Idx: 1322, i.e. (20, 42): Cell position: (259, 260) activation: 0.056322
Idx: 1323, i.e. (20, 43): Cell position: (210, 180) activation: 0.021241
Idx: 1324, i.e. (20, 44): Cell position: (84, 984) activation: 0.056303
